FECHA,DEPARTAMENTO,MUNICIPIO,DIA,HORA,BARRIO,ZONA,CLASE DE SITIO,ARMA O MEDIO,MOVIL VICTIMA,MOVIL AGRESOR,EDAD,GENERO,ESTADO CIVIL,CLASE EMPLEADO,PROFESION,ESCOLARIDAD,PAIS NACE,CODIGO DANE,AÑO DE NACIMIENTO,CÉDULA,CORREO
01/01/2021 12:00:00 AM,CAUCA,EL TAMBO,Jueves,6:00,C/MIENTO PIAGUA,RURAL,CARRETERA,ARMA BLANCA,A PIE,A PIE,17.0,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADO,SECUNDARIA,COLOMBIA,19256000.0,1998.0,13-325,sieqgn1354@unidatos.edu.co
01/01/2021 12:00:00 AM,CAUCA,PATÍA,Jueves,8:00,C/MIENTO PIEDRASENTADA,RURAL,CARRETERA,ARMA DE FUEGO,VEHICULO,A PIE,26.0,MASCULINO,SOLTERO,EMPLEADO EJERCITO,NO REPORTADO,SECUNDARIA,COLOMBIA,19532000.0,1989.0,69-084,correo4714@colombia.gov.co
01/01/2021 12:00:00 AM,CAUCA,PATÍA,Jueves,8:00,C/MIENTO PIEDRASENTADA,RURAL,CARRETERA,ARMA DE FUEGO,VEHICULO,A PIE,38.0,MASCULINO,UNION LIBRE,AGRICULTOR,NO REPORTADO,PRIMARIA,COLOMBIA,19532000.0,1977.0,29-165,fchgua5918@unidatos.edu.co
01/01/2021 12:00:00 AM,CAUCA,PIAMONTE,Jueves,4:40,PIAMONTE,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,24.0,MASCULINO,UNION LIBRE,AGRICULTOR,NO REPORTADO,PRIMARIA,COLOMBIA,19533000.0,1991.0,79-680,tfhmne5526@gmail.com
01/01/2021 12:00:00 AM,CAUCA,POPAYÁN (CT),Jueves,5:36,NUEVA ESPERANZA,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,40.0,MASCULINO,SOLTERO,INDEPENDIENTE,NO REPORTADO,ANALFABETA,COLOMBIA,19001000.0,1975.0,54-612,rbpnbu7562@unidatos.edu.co
01/01/2021 12:00:00 AM,CAUCA,PUERTO TEJADA,Jueves,3:00,LA ESPERANZA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21.0,MASCULINO,SOLTERO,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,COLOMBIA,19573000.0,1994.0,12-747,edtctk5494@unidatos.edu.co
01/01/2021 12:00:00 AM,CAUCA,ROSAS,Jueves,9:15,Centro,URBANA,ESCENARIOS DEPORTIVOS,PUNZANTES,A PIE,A PIE,22.0,MASCULINO,UNION LIBRE,AGRICULTOR,NO REPORTADO,SECUNDARIA,COLOMBIA,19622000.0,1993.0,82-521,psljcq7254@gmail.com
01/01/2021 12:00:00 AM,CAUCA,SANTANDER DE QUILICHAO,Jueves,10:00,LIMONAR,URBANA,CASAS DE HABITACION,ARMA BLANCA,A PIE,A PIE,34.0,MASCULINO,UNION LIBRE,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,COLOMBIA,19698000.0,1981.0,55-493,uigcqd2444@unidatos.edu.co
01/01/2021 12:00:00 AM,CESAR,VALLEDUPAR (CT),Jueves,14:11,FUNDADORES,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA DE FUEGO,A PIE,A PIE,31.0,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,COLOMBIA,20001000.0,1984.0,52-681,bojjbp2191@gmail.com
01/01/2021 12:00:00 AM,CESAR,VALLEDUPAR (CT),Jueves,17:33,NUEVO MILENIO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22.0,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADO,PRIMARIA,COLOMBIA,20001000.0,1993.0,90-024,deluml6131@gmail.com
01/01/2021 12:00:00 AM,CHOCÓ,LLORÓ,Jueves,23:45,Nuevo Lloró,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,58.0,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADO,PRIMARIA,COLOMBIA,27413000.0,1957.0,65-723,thsljg8846@unidatos.edu.co
01/01/2021 12:00:00 AM,CHOCÓ,QUIBDÓ (CT),Juees,18:41,OBRERO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,31.0,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADO,PRIMARIA,COLOMBIA,27001000.0,1984.0,72-741,gujbih5278@gmail.com
01/01/2021 12:00:00 AM,CHOCÓ,TADÓ,Jueves,9:00,POPULAR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,34.0,MASCULINO,CASADO,EMPLEADO POLICIAL,POLICIA,TECNICO,COLOMBIA,27787000.0,1981.0,29-957,correo8297@colombia.gov.co
01/01/2021 12:00:00 AM,CÓRDOBA,BUENAVISTA,Jueves,14:30,EL CENTRO,RURAL,CLINICAS Y SIMILARES,CONTUNDENTES,A PIE,A PIE,24.0,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,COLOMBIA,23079000.0,1991.0,95-418,uupgaj4995@unidatos.edu.co
01/01/2021 12:00:00 AM,CÓRDOBA,PUERTO ESCONDIDO,Jueves,18:40,VEREDA MOLINO ROJO,RURAL,FINCAS Y SIMILARES,ARMA BLANCA,A PIE,A PIE,20.0,FEMENINO,UNION LIBRE,AMA DE CASA,NO REPORTADO,SECUNDARIA,COLOMBIA,23574000.0,1995.0,93-694,qifdmr1704@unidatos.edu.co
01/01/2021 12:00:00 AM,META,VILLAVICENCIO (CT),Jueves,7:15,CHAPINERITO BAJO,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,28.0,MASCULINO,UNION LIBRE,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,COLOMBIA,50001000.0,1987.0,13-621,ebsibq5090@gmail.com
01/01/2021 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,21:40,SALITRE E-11,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA DE FUEGO,A PIE,A PIE,25.0,MASCULINO,SOLTERO,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,COLOMBIA,11001000.0,1990.0,19-073,hahcub5298@unidatos.edu.co
01/01/2021 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,9:50,EL RECUERDO SUR E-19,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,29.0,MASCULINO,SOLTERO,INDEPENDIENTE,NO REPORTADO,PRIMARIA,COLOMBIA,11001000.0,1986.0,42-798,qneojo5258@gmail.com
01/01/2021 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Juees,18:00,LA FISCALA E-5,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,39.0,MASCULINO,CASADO,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,COLOMBIA,11001000.0,1976.0,29-805,hamlpf9632@unidatos.edu.co
01/01/2021 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,21:50,LISBOA E-11,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,27.0,MASCULINO,SOLTERO,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,COLOMBIA,11001000.0,1988.0,10-695,lenaqo2294@gmail.com
01/01/2021 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,1:30,ÁLVARO BERNAL SEGURA E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25.0,MASCULINO,UNION LIBRE,DESEMPLEADO,NO REPORTADO,SECUNDARIA,COLOMBIA,11001000.0,1990.0,35-260,correo7285@colombia.gov.co
01/01/2021 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,1:45,PRADO VERANIEGO E-11,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,40.0,MASCULINO,SOLTERO,DESEMPLEADO,NO REPORTADO,PRIMARIA,COLOMBIA,11001000.0,75.0,65-757,somqig3272@gmail.com
01/01/2021 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,3:00,MILLÁN LOS SAUCES E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32.0,MASCULINO,SOLTERO,DESEMPLEADO,NO REPORTADO,PRIMARIA,COLOMBIA,11001000.0,1983.0,73-581,iasqtf7755@unidatos.edu.co
01/01/2021 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,4:27,URB. LAS LOMAS E-18,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,15.0,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADO,SECUNDARIA,COLOMBIA,11001000.0,2000.0,87-657,hfjohj6401@unidatos.edu.co
01/01/2021 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,9:30,SANTA RITA E-11,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,39.0,MASCULINO,SOLTERO,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,COLOMBIA,11001000.0,1976.0,30-817,mdcohp9360@gmail.com
01/01/2021 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,9:50,LAS COLINAS E-18,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,37.0,MASCULINO,SOLTERO,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,COLOMBIA,11001000.0,1978.0,96-322,correo870@unidatos.edu.co
01/01/2021 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Juees,11:15,LA PENINSULA E-4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17.0,MASCULINO,SOLTERO,DESEMPLEADO,NO REPORTADO,SECUNDARIA,COLOMBIA,11001000.0,1998.0,84-507,mbjgfh5392@unidatos.edu.co
01/01/2021 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,15:00,POTOSI E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,32.0,MASCULINO,UNION LIBRE,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,COLOMBIA,11001000.0,1983.0,67-873,oodckp3878@gmail.com
01/01/2021 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueces,17:53,LA ESTRELLA SECTOR LAGOS E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,19.0,MASCULINO,SOLTERO,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,COLOMBIA,11001000.0,1996.0,45-426,correo102@unidatos.edu.co
01/01/2021 12:00:00 AM,CUNDINAMARCA,SOACHA,Juees,9:30,ALTOS DE FLORIDA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25.0,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADO,PRIMARIA,COLOMBIA,25754000.0,1990.0,49-792,sonjkc2255@unidatos.edu.co
01/01/2021 12:00:00 AM,CUNDINAMARCA,SOACHA,Jueves,11:00,COMPARTIR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30.0,MASCULINO,UNION LIBRE,INDEPENDIENTE,NO REPORTADO,PRIMARIA,COLOMBIA,25754000.0,1985.0,50-218,hjteji4460@unidatos.edu.co
01/01/2021 12:00:00 AM,CUNDINAMARCA,ZIPAQUIRÁ,Jueves,3:40,SAN JUANITO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22.0,MASCULINO,SOLTERO,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,COLOMBIA,25899000.0,1993.0,96-236,oqntch3949@gmail.com
01/01/2021 12:00:00 AM,HUILA,ISNOS,Jueves,21:20,VEREDA EL JARDIN,RURAL,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,VEHICULO,43.0,MASCULINO,UNION LIBRE,INDEPENDIENTE,NO REPORTADO,PRIMARIA,COLOMBIA,41359000.0,1972.0,35-347,fpapdk7695@unidatos.edu.co
01/01/2021 12:00:00 AM,HUILA,LA PLATA,Jueves,16:30,VEREDA BELEN,RURAL,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,28.0,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADO,PRIMARIA,COLOMBIA,41396000.0,1987.0,32-940,kgnngt5711@unidatos.edu.co
01/01/2021 12:00:00 AM,HUILA,PITALITO,Jueves,2:40,SAN ANTONIO,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,27.0,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADO,PRIMARIA,COLOMBIA,41551000.0,1988.0,57-029,qhcbed3209@gmail.com
01/01/2021 12:00:00 AM,HUILA,TARQUI,juves,6:00,VEREDA SAN FRANCISCO,RURAL,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,32.0,MASCULINO,SOLTERO,AGRICULTOR,NO REPORTADO,PRIMARIA,COLOMBIA,41791000.0,1983.0,75-155,ctlmgs6953@unidatos.edu.co
01/01/2021 12:00:00 AM,HUILA,TESALIA,Juees,1:23,CENTRO,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,21.0,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADO,PRIMARIA,COLOMBIA,41797000.0,1994.0,31-209,jlatup9915@gmail.com
01/01/2021 12:00:00 AM,MAGDALENA,SALAMINA,Jueves,3:00,NUEVA ESPERANZA,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,39.0,MASCULINO,CASADO,INDEPENDIENTE,NO REPORTADO,PRIMARIA,COLOMBIA,47675000.0,1976.0,14-647,qspmin9097@gmail.com
01/01/2021 12:00:00 AM,META,ACACÍAS,Jueves,4:45,LAS COLINAS,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,22.0,MASCULINO,UNION LIBRE,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,COLOMBIA,50006000.0,1993.0,67-410,dqrjcm6443@gmail.com
01/01/2021 12:00:00 AM,META,SAN JUAN DE ARAMA,Juees,6:15,CENTRO,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA BLANCA,A PIE,A PIE,23.0,MASCULINO,SOLTERO,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,COLOMBIA,50683000.0,1992.0,55-699,brlult7620@gmail.com
